Freq,S11_o_mod_v,S11_o_pha_v,S11_s_mod_v,S11_s_pha_v,S11_m_mod_v,S11_m_pha_v,S22_o_mod_v,S22_o_pha_v,S22_s_mod_v,S22_s_pha_v,S22_m_mod_v,S22_m_pha_v,S11_thru_mod_v,S11_thru_pha_v,S21_thru_mod_v,S21_thru_pha_v,S12_thru_mod_v,S12_thru_pha_v,S22_thru_mod_v,S22_thru_pha_v
746829431.438127,0.663343108504399,1.31436950146628,0.682697947214076,0.571847507331378,1.63636363636364,0.934310850439883,0.73900293255132,0.362463343108504,0.686217008797654,1.46744868035191,1.3425219941349,1.6733137829912,1.18592375366569,1.71554252199413,0.709090909090909,1.32140762463343,0.689736070381232,0.318475073313783,1.15425219941349,1.26158357771261
754518394.648829,0.670381231671554,1.34780058651026,0.67741935483871,0.548973607038123,1.6258064516129,0.96950146627566,0.726686217008798,0.578885630498534,0.698533724340176,1.24046920821114,1.35307917888563,1.55190615835777,1.25630498533724,1.74193548387097,0.709090909090909,1.4692082111437,0.691495601173021,0.411730205278592,1.19296187683284,1.03988269794721
762207357.859532,0.675659824046921,1.37771260997067,0.670381231671554,0.52258064516129,1.61348973607038,1.00293255131965,0.714369501466276,0.807624633431085,0.698533724340176,1.0258064516129,1.36891495601173,1.43049853372434,1.37771260997067,1.55894428152493,0.709090909090909,1.61876832844575,0.691495601173021,0.503225806451613,1.24222873900293,0.816422287390029
769896321.070234,0.680938416422287,1.40234604105572,0.665102639296188,0.490909090909091,1.59941348973607,1.03108504398827,0.703812316715543,1.04516129032258,0.721407624633431,0.819941348973607,1.39178885630499,1.3108504398827,1.61173020527859,1.19120234604106,0.70733137829912,1.7683284457478,0.689736070381232,0.596480938416422,1.30381231671554,0.5841642228739
777585284.280936,0.684457478005865,1.42521994134897,0.659824046920821,0.453958944281525,1.58709677419355,1.08387096774194,0.698533724340176,1.29149560117302,0.728445747800586,0.6158357771261,1.42521994134897,1.19120234604106,1.61173020527859,0.221700879765396,0.705571847507331,1.8,0.687976539589443,0.691495601173021,1.38123167155425,0.343108504398827
785274247.491639,0.687976539589443,1.44633431085044,0.656304985337243,0.417008797653959,1.57653958944282,1.12961876832845,0.698533724340176,1.53431085043988,0.730205278592375,0.411730205278592,1.4692082111437,1.07683284457478,1.38123167155425,0.392375366568915,0.70733137829912,1.71026392961877,0.686217008797654,0.788269794721408,1.48152492668622,0.161876832844575
792963210.702341,0.691495601173021,1.46568914956012,0.652785923753666,0.374780058651026,1.57302052785924,1.16480938416422,0.703812316715543,1.77536656891496,0.730205278592375,0.197067448680352,1.5307917888563,0.976539589442815,1.2633431085044,0.594721407624633,0.70733137829912,1.5466275659824,0.686217008797654,0.885043988269795,1.60293255131965,0.272727272727273
800652173.913043,0.691495601173021,1.48152492668622,0.649266862170088,0.332551319648094,1.56598240469208,1.18944281524927,0.710850439882698,1.79296187683284,0.724926686217009,0.0334310850439883,1.60821114369501,0.906158357771261,1.2,0.761876832844575,0.710850439882698,1.39178885630499,0.684457478005865,0.983577712609971,1.68035190615836,0.811143695014663
808341137.123746,0.689736070381232,1.49912023460411,0.647507331378299,0.286803519061584,1.55718475073314,1.20703812316716,0.717888563049853,1.58533724340176,0.719648093841642,0.156598240469208,1.69970674486804,0.890322580645161,1.14193548387097,0.916715542521994,0.712609970674487,1.24046920821114,0.682697947214076,1.08387096774194,1.67683284457478,1.25806451612903
816030100.334448,0.687976539589443,1.51847507331378,0.649266862170088,0.237536656891496,1.5466275659824,1.22991202346041,0.72316715542522,1.38826979472141,0.712609970674487,0.397653958944282,1.77888563049853,0.990615835777126,1.11026392961877,1.06275659824047,0.716129032258064,1.09266862170088,0.680938416422287,1.1841642228739,1.6733137829912,1.50439882697947
